slang,formal,category1,category2,category3
mrka,mereka,abreviasi,0,0
gk,enggak,abreviasi,0,0
nyusahhin,menyusahkan,afiksasi,elongasi,0
kmu,kamu,abreviasi,0,0
gk,enggak,abreviasi,0,0
mnta,minta,abreviasi,0,0
byaran,bayaran,abreviasi,0,0
mrka,mereka,abreviasi,0,0
pnya,punya,abreviasi,0,0
wlawpun,walaupun,abreviasi,subtitusi,0
bnyak,banyak,abreviasi,0,0
yg,yang,abreviasi,0,0
sedangkn,sedangkan,abreviasi,0,0
hnya,hanya,abreviasi,0,0
tnpa,tanpa,abreviasi,0,0
kmu,kamu,abreviasi,0,0
pnya,punya,abreviasi,0,0
yg,yang,abreviasi,0,0
d,di,abreviasi,0,0
bnggain,banggakan,abreviasi,afiksasi,0
smpe,sampai,abreviasi,monoftongisasi,0
sperti,seperti,zeroisasi,0,0
emng,memang,abreviasi,zeroisasi,0
kmu,kamu,abreviasi,0,0
yg,yang,abreviasi,0,0
mrka,mereka,abreviasi,0,0
yg,yang,abreviasi,0,0
kmu,kamu,abreviasi,0,0
omongin,omongkan,afiksasi,0,0
nyusahin,menyusahkan,afiksasi,0,0
emg,memang,abreviasi,0,0
yg,yang,abreviasi,0,0
nyusahin,menyusahkan,afiksasi,0,0
cmn,cuman,abreviasi,0,0
malu2in,malu-malui,reduplikasi,afiksasi,0
indo,indonesia,abreviasi,0,0
aja,saja,zeroisasi,0,0
emg,memang,abreviasi,0,0
gak,enggak,zeroisasi,0,0
blm,belum,abreviasi,0,0
dibanggain,dibanggakan,afiksasi,0,0
tpi,tapi,abreviasi,0,0
sma,sama,abreviasi,0,0
wlau,walau,abreviasi,0,0
tpi,tapi,abreviasi,0,0
emg,memang,abreviasi,0,0
komenan,komentar,abreviasi,afiksasi,0
yg,yang,abreviasi,0,0
kmu,kamu,abreviasi,0,0
"bangga""in",membangga-banggakan,afiksasi,reduplikasi,0
tpi,tapi,abreviasi,0,0
krya,karya,abreviasi,0,0
kmu,kamu,abreviasi,0,0
"bilang""",bilang-bilang,reduplikasi,0,0
tinggall,tinggal,elongasi,0,0
dmna,dimana,abreviasi,0,0
bgt,banget,abreviasi,0,0
ngebales,membalas,afiksasi,0,0
dripda,daripada,abreviasi,0,0
emg,memang,abreviasi,0,0
gk,enggak,abreviasi,0,0
bangga2in,membangga-banggakan,reduplikasi,afiksasi,0
emg,memang,abreviasi,0,0
klo,kalo,zeroisasi,0,0
yg,yang,abreviasi,0,0
dibnggain,dibanggakan,afiksasi,0,0
cmn,cuman,abreviasi,0,0
kyk,kayak,abreviasi,0,0
gitu,begitu,abreviasi,0,0
aja,saja,zeroisasi,0,0
wlaupun,walaupun,abreviasi,0,0
dgn,dengan,abreviasi,0,0
yg,yang,abreviasi,0,0
kyk,kayak,abreviasi,0,0
ank,anak,abreviasi,0,0
jgn,jangan,abreviasi,0,0
krn,karena,abreviasi,0,0
org,orang,abreviasi,0,0
tpi,tapi,abreviasi,0,0
sma,sama,abreviasi,0,0
karya2,karya-karya,reduplikasi,0,0
yg,yang,abreviasi,0,0
gk,enggak,abreviasi,0,0
ank,anak,abreviasi,0,0
gk,enggak,abreviasi,0,0
dgn,dengan,abreviasi,0,0
karya2,karya-karya,reduplikasi,0,0
emg,memang,abreviasi,0,0
gk,enggak,abreviasi,0,0
sma,sama,abreviasi,0,0
sma,sama,abreviasi,0,0
gimana,bagaimana,abreviasi,0,0
kyk,kayak,abreviasi,0,0
yg,yang,abreviasi,0,0
trs,terus,abreviasi,0,0
drimana,darimana,afiksasi,0,0
udh,sudah,abreviasi,0,0
yg,yang,abreviasi,0,0
dehh,deh,elongasi,0,0
jgn,jangan,abreviasi,0,0
yaa,ya,elongasi,0,0
udh,sudah,abreviasi,0,0
klo,kalo,zeroisasi,0,0
yg,yang,abreviasi,0,0
tpi,tapi,abreviasi,0,0
ngapain,mengapai,afiksasi,0,0
udh,sudah,abreviasi,0,0
gni,begini,abreviasi,0,0
gk,enggak,abreviasi,0,0
ank,anak,abreviasi,0,0
dri,dari,abreviasi,0,0
gk,enggak,abreviasi,0,0
slh,salah,abreviasi,0,0
trs,terus,abreviasi,0,0
mreka,mereka,zeroisasi,0,0
jdi,jadi,abreviasi,0,0
ngepake',memakai,afiksasi,pungtuasi,monoftongisasi
gksalah,enggak salah,akronim,abreviasi,0
gak,enggak,zeroisasi,0,0
gk,enggak,abreviasi,0,0
nuntut,menuntut,afiksasi,0,0
ngebiarin,membiarkan,afiksasi,0,0
org,orang,abreviasi,0,0
yg,yang,abreviasi,0,0
krn,karena,abreviasi,0,0
spy,supaya,abreviasi,0,0
mreka,mereka,zeroisasi,0,0
yg,yang,abreviasi,0,0
lgi,lagi,abreviasi,0,0
bhas,bahas,abreviasi,0,0
tdi,tadi,abreviasi,0,0
dri,dari,abreviasi,0,0
ngeluarin,mengeluarkan,afiksasi,0,0
kasian,kasihan,zeroisasi,0,0
elo,lo,anaptiksis,0,0
komenan,komentar,abreviasi,afiksasi,0
elo,lo,anaptiksis,0,0
komenan,komentar,abreviasi,afiksasi,0
ngatain,mengatai,afiksasi,0,0
komenan,komentar,abreviasi,afiksasi,0
org,orang,abreviasi,0,0
tpi,tapi,abreviasi,0,0
gk,enggak,abreviasi,0,0
komenan,komentar,abreviasi,afiksasi,0
kyk,kayak,abreviasi,0,0
gimana,bagaimana,abreviasi,0,0
jg,juga,abreviasi,0,0
lagu'y,lagunya,pungtuasi,0,0
yak,ya,anaptiksis,0,0
lagu2nya,lagu-lagunya,reduplikasi,0,0
kakk,kak,elongasi,0,0
ka,kak,zeroisasi,0,0
jadiin,jadikan,afiksasi,0,0
bgt,banget,abreviasi,0,0
yak,ya,anaptiksis,0,0
guaa,gua,elongasi,0,0
bgt,banget,abreviasi,0,0
kaa,kak,zeroisasi,elongasi,0
omongin,omongkan,afiksasi,0,0
gak,enggak,zeroisasi,0,0
diem,diam,modifikasi vokal,0,0
ajah,saja,zeroisasi,anaptiksis,0
gausah,enggak usah,akronim,0,0
nyampah,menyampah,afiksasi,0,0
klo,kalo,zeroisasi,0,0
gw,gue,homofon,abreviasi,0
"mba""",mbak-mbak,reduplikasi,zeroisasi,0
donk,dong,homofon,subtitusi,0
gausah,enggak usah,akronim,0,0
ajah,saja,zeroisasi,anaptiksis,0
jgn,jangan,abreviasi,0,0
dh,deh,abreviasi,0,0
bukan'a,bukannya,pungtuasi,0,0
mba,mbak,zeroisasi,0,0
tappi,tapi,elongasi,0,0
mang,memang,zeroisasi,0,0
dahh,dah,elongasi,0,0
cantikk,cantik,elongasi,0,0
kalli,kali,elongasi,0,0
mba,mbak,zeroisasi,0,0
jngn,jangan,abreviasi,0,0
ka,kak,zeroisasi,0,0
aja,saja,zeroisasi,0,0
sm,sama,abreviasi,0,0
gk,enggak,abreviasi,0,0
pacara,pacaran,abreviasi,0,0
jga,juga,abreviasi,0,0
kalli,kali,elongasi,0,0
maen,main,modifikasi vokal,0,0
nuduh,menuduh,afiksasi,0,0
"ngerebut""",merebut-rebut,reduplikasi,afiksasi,0
aja,saja,zeroisasi,0,0
lluu,lu,elongasi,0,0
mbaa,mbak,elongasi,zeroisasi,0
gk,enggak,abreviasi,0,0
ngerussak,merusak,afiksasi,elongasi,0
mreka,mereka,zeroisasi,0,0
"bela""in",membela-bela,reduplikasi,afiksasi,0
bellain,membela,afiksasi,elongasi,0
aja,saja,zeroisasi,0,0
jngn,jangan,abreviasi,0,0
pke,pakai,abreviasi,monoftongisasi,0
ka,kak,zeroisasi,0,0
donk,dong,homofon,subtitusi,0
kallo,kalo,elongasi,0,0
coment,komen,subtitusi,0,0
yg,yang,abreviasi,0,0
dewassa,dewasa,elongasi,0,0
mba,mbak,zeroisasi,0,0
jngn,jangan,abreviasi,0,0
aja,saja,zeroisasi,0,0
kallo,kalo,elongasi,0,0
comnet,komen,salah ketik,subtitusi,0
gk,enggak,abreviasi,0,0
"pikir""",pikir-pikir,reduplikasi,0,0
dlu,dulu,abreviasi,0,0
pke,pakai,abreviasi,monoftongisasi,0
bangetttt,banget,elongasi,0,0
kaya'a,kayanya,pungtuasi,0,0
aja,saja,zeroisasi,0,0
kuyyy,yuk,metatesis,elongasi,0
kitaa,kita,elongasi,0,0
ap,apa,abreviasi,0,0
makasih,terima kasih,akronim,0,0
yh,ya,abreviasi,anaptiksis,0
uda,sudah,zeroisasi,0,0
ngaca,mengaca,afiksasi,0,0
jg,juga,abreviasi,0,0
ga,enggak,abreviasi,zeroisasi,0
gitu2,begitu-gitu,reduplikasi,abreviasi,0
org,orang,abreviasi,0,0
gimana,bagaimana,abreviasi,0,0
aja,saja,zeroisasi,0,0
knpa,kenapa,abreviasi,0,0
mba,mbak,zeroisasi,0,0
mba,mbak,zeroisasi,0,0
d,di,abreviasi,0,0
d,di,abreviasi,0,0
smpe,sampai,abreviasi,monoftongisasi,0
sgtu'y,sebegitunya,abreviasi,pungtuasi,0
ngebelain,membela,afiksasi,0,0
tpii,tapi,abreviasi,elongasi,0
"karya""",karya-karya,reduplikasi,0,0
do,di,salah ketik,0,0
cali,caci,salah ketik,0,0
kya,kaya,abreviasi,0,0
mba,mbak,zeroisasi,0,0
penghrgaan,penghargaan,abreviasi,0,0
ajjh,saja,abreviasi,anaptiksis,0
sihh,sih,elongasi,0,0
buktiin,buktikan,afiksasi,0,0
mba,mbak,zeroisasi,0,0
klau,kalau,zeroisasi,0,0
mba,mbak,zeroisasi,0,0
lbihh,lebih,elongasi,abreviasi,0
baikk,baik,elongasi,0,0
drii,dari,abreviasi,elongasi,0
"artist""",artis-artis,reduplikasi,0,0
yg,yang,abreviasi,0,0
mba,mbak,zeroisasi,0,0
"maki""",maki-maki,reduplikasi,0,0
jngn,jangan,abreviasi,0,0
komentarin,mengomentari,afiksasi,0,0
orng,orang,abreviasi,0,0
sendirinnya,sendirinya,elongasi,0,0
gk,enggak,abreviasi,0,0
stidaknya,setidaknya,abreviasi,0,0
mrka,mereka,abreviasi,0,0
may,mau,salah ketik,0,0
yg,yang,abreviasi,0,0
trbaikk,terbaik,abreviasi,0,0
bkan,bukan,abreviasi,0,0
kmauan,kemauan,abreviasi,0,0
mrka,mereka,abreviasi,0,0
tpi,tapi,abreviasi,0,0
mrka,mereka,abreviasi,0,0
punn,pun,elongasi,0,0
mengikutii,mengikuti,elongasi,0,0
atassan,atasan,elongasi,0,0
mrka,mereka,abreviasi,0,0
klauu,kalau,elongasi,abreviasi,0
jngnn,jangan,abreviasi,elongasi,0
so,sok,zeroisasi,0,0
orng,orang,abreviasi,0,0
kya,kaya,abreviasi,0,0
gtu,begitu,abreviasi,0,0
kya,kaya,abreviasi,0,0
sendirinyya,sendirinya,elongasi,0,0
frestasiii,prestasi,subtitusi,elongasi,0
ajjh,saja,abreviasi,anaptiksis,0
knp,kenapa,abreviasi,0,0
mst,mesti,abreviasi,0,0
add,ada,abreviasi,0,0
see,sih,subtitusi,0,0
sibukx,sibuknya,word-value letter,0,0
in,ini,abreviasi,0,0
yaa,ya,elongasi,0,0
katanyaa,katanya,elongasi,0,0
lawaaaas,lawas,elongasi,0,0
ngakak,mengakak,afiksasi,0,0
ni,ini,zeroisasi,0,0
beneran,benaran,modifikasi vokal,0,0
ni,nih,zeroisasi,0,0
yg,yang,abreviasi,0,0
nonton,menonton,afiksasi,0,0
emg,memang,abreviasi,0,0
ngapain,mengapa,afiksasi,0,0
d,di,abreviasi,0,0
lucuuu,lucu,elongasi,0,0
g,enggak,word-value letter,abreviasi,0
ad,ada,abreviasi,0,0
kocaaaak,kocak,elongasi,0,0
kek,kayak,abreviasi,modifikasi vokal,0
smg,semoga,abreviasi,0,0
slalu,selalu,zeroisasi,0,0
tmbh,tambah,abreviasi,0,0
syng,sayang,abreviasi,0,0
sm,sama,abreviasi,0,0
sm,sama,abreviasi,0,0
jagain,jaga,afiksasi,0,0
adenya,adeknya,zeroisasi,0,0
pkoknyaa,pokoknya,abreviasi,elongasi,0
bwt,buat,abreviasi,0,0
yg,yang,abreviasi,0,0
smoga,semoga,zeroisasi,0,0
yaa,ya,elongasi,0,0
dateng,datang,modifikasi vokal,0,0
donk,dong,homofon,subtitusi,0
smoga,semoga,zeroisasi,0,0
dsana,disana,abreviasi,0,0
yaaa,ya,elongasi,0,0
yg,yang,abreviasi,0,0
suksess,sukses,elongasi,0,0
slalu,selalu,zeroisasi,0,0
ortu,orang tua,akronim,0,0
yg,yang,abreviasi,0,0
amiin,amin,elongasi,0,0
ortu,orang tua,akronim,0,0
smoga,semoga,zeroisasi,0,0
cita2,cita-cita,reduplikasi,0,0
dua2nya,dua-duanya,reduplikasi,0,0
bangett,banget,elongasi,0,0
sichhhhhhhhhh,sih,anaptiksis,elongasi,0
diapain,diapakan,afiksasi,0,0
gk,enggak,abreviasi,0,0
yh,ya,abreviasi,anaptiksis,0
nampak,menampak,afiksasi,0,0
yak,ya,anaptiksis,0,0
ndak,indak,zeroisasi,0,0
tetehh,teteh,elongasi,0,0
tehhh,teh,elongasi,0,0
tehhhh,teh,elongasi,0,0
gak,enggak,zeroisasi,0,0
udah,sudah,zeroisasi,0,0
pake,pakai,monoftongisasi,0,0
sampe,sampai,monoftongisasi,0,0
udah,sudah,zeroisasi,0,0
gak,enggak,zeroisasi,0,0
dapetin,mendapati,afiksasi,0,0
padet,padat,modifikasi vokal,0,0
ga,enggak,abreviasi,zeroisasi,0
buktiin,buktikan,afiksasi,0,0
bener,benar,modifikasi vokal,0,0
bener,benar,modifikasi vokal,0,0
gak,enggak,zeroisasi,0,0
nyangka,menyangka,afiksasi,0,0
bgt,banget,abreviasi,0,0
nambah,menambah,afiksasi,0,0
makasih,terima kasih,akronim,0,0
ga,enggak,abreviasi,zeroisasi,0
nyangka,menyangka,afiksasi,0,0
gak,enggak,zeroisasi,0,0
aja,saja,zeroisasi,0,0
yuuk,yuk,elongasi,0,0
dgn,dengan,abreviasi,0,0
yg,yang,abreviasi,0,0
dgn,dengan,abreviasi,0,0
makasih,terima kasih,akronim,0,0
buktiin,membuktikan,afiksasi,0,0
bener2,benar-benar,reduplikasi,modifikasi vokal,0
kepoin,kepoi,afiksasi,0,0
aja,saja,zeroisasi,0,0
wooowww,wow,elongasi,0,0
wooowww,wow,elongasi,0,0
saranin,sarankan,afiksasi,0,0
ga,enggak,abreviasi,zeroisasi,0
pake,pakai,monoftongisasi,0,0
ilang,hilang,zeroisasi,0,0
ga,enggak,abreviasi,zeroisasi,0
cobain,coba,afiksasi,0,0
pake,pakai,monoftongisasi,0,0
ngerasain,merasai,afiksasi,0,0
emng,memang,abreviasi,zeroisasi,0
bener,benar,modifikasi vokal,0,0
pake,pakai,monoftongisasi,0,0
makasih,terima kasih,akronim,0,0
kpn,kapan,abreviasi,0,0
yach,ya,anaptiksis,0,0
bs,bisa,abreviasi,0,0
ma,sama,zeroisasi,0,0
mbk,mbak,abreviasi,0,0
muga,moga,modifikasi vokal,0,0
sllu,selalu,abreviasi,0,0
dpt,dapat,afiksasi,0,0
yg,yang,abreviasi,0,0
slm,salam,abreviasi,0,0
aj,saja,abreviasi,0,0
dr,dari,abreviasi,0,0
aq,aku,abreviasi,homofon,0
mbk,mbak,abreviasi,0,0
yach,ya,anaptiksis,0,0
makasih,terima kasih,akronim,0,0
udh,sudah,abreviasi,0,0
kenalin,mengenalkan,afiksasi,0,0
jd,jadi,abreviasi,0,0
gak,enggak,zeroisasi,0,0
jd,jadi,abreviasi,0,0
pede,percaya diri,akronim,0,0
skrng,sekarang,abreviasi,0,0
mksh,terima kasih,akronim,abreviasi,0
yg,yang,abreviasi,0,0
bener2,benar-benar,reduplikasi,modifikasi vokal,0
udah,sudah,zeroisasi,0,0
rekomendasiin,merekomendasikan,afiksasi,0,0
ga,enggak,abreviasi,zeroisasi,0
pengen,pengin,modifikasi vokal,0,0
janka,jangka,zeroisasi,0,0
kepoin,mengepoi,afiksasi,0,0
ajaa,saja,zeroisasi,elongasi,0
belanjaa,belanja,elongasi,0,0
disiniii,disini,elongasi,0,0
ko,kok,zeroisasi,0,0
skrg,sekarang,abreviasi,0,0
wawwwww,wow,modifikasi vokal,elongasi,0
waaaww,wow,modifikasi vokal,elongasi,0
waaawwww,wow,modifikasi vokal,elongasi,0
mantapp,mantap,elongasi,0,0
bangetttt,banget,elongasi,0,0
cobaaa,coba,elongasi,0,0
gak,enggak,zeroisasi,0,0
nyesel,menyesal,afiksasi,0,0
dehhh,deh,elongasi,0,0
pake,pakai,monoftongisasi,0,0
model2,model-model,reduplikasi,0,0
makasih,terima kasih,akronim,0,0
udah,sudah,zeroisasi,0,0
seneng,senang,modifikasi vokal,0,0
udah,sudah,zeroisasi,0,0
seneng,senang,modifikasi vokal,0,0
udah,sudah,zeroisasi,0,0
udah,sudah,zeroisasi,0,0
kenceng,kencang,modifikasi vokal,0,0
gak,enggak,zeroisasi,0,0
nyangka,menyangka,afiksasi,0,0
kageet,kaget,elongasi,0,0
makasi,terima kasih,akronim,0,0
say,sayang,abreviasi,0,0
awal2,awal-awal,reduplikasi,0,0
ga,enggak,abreviasi,zeroisasi,0
setabil,stabil,anaptiksis,0,0
temen2,teman-teman,reduplikasi,modifikasi vokal,0
nyoba,mencoba,afiksasi,0,0
ihh,ih,elongasi,0,0
beneran,benaran,modifikasi vokal,0,0
setabil,stabil,anaptiksis,0,0
ga,enggak,abreviasi,zeroisasi,0
temen2,teman-teman,reduplikasi,modifikasi vokal,0
makasih,terima kasih,akronim,0,0
yah,ya,anaptiksis,0,0
ga,enggak,abreviasi,zeroisasi,0
yg,yang,abreviasi,0,0
pake,pakai,monoftongisasi,0,0
bgt,banget,abreviasi,0,0
gak,enggak,zeroisasi,0,0
bangettttttt,banget,elongasi,0,0
seneng,senang,modifikasi vokal,0,0
liat,lihat,zeroisasi,0,0
mauu,mau,elongasi,0,0
ngtain,mengatai,abreviasi,afiksasi,0
org,orang,abreviasi,0,0
kya,kaya,abreviasi,0,0
g,enggak,word-value letter,abreviasi,0
aja,saja,zeroisasi,0,0
gak,enggak,zeroisasi,0,0
oplas,operasi plastik,akronim,0,0
gak,enggak,zeroisasi,0,0
keliatan,kelihatan,zeroisasi,0,0
nambahh,bertambah,afiksasi,elongasi,0
paripurnahh,paripurna,anaptiksis,elongasi,0
wanitah,wanita,anaptiksis,0,0
indonesiaah,indonesia,anaptiksis,elongasi,0
bet,banget,abreviasi,0,0
udh,sudah,abreviasi,0,0
iyaa,iya,elongasi,0,0
cumn,cuman,abreviasi,0,0
kasi,kasih,zeroisasi,0,0
aja,saja,zeroisasi,0,0
sm,sama,abreviasi,0,0
klo,kalo,zeroisasi,0,0
liat,lihat,zeroisasi,0,0
gegra,gegara,abreviasi,0,0
kmrin,kemarin,abreviasi,0,0
brita,berita,zeroisasi,0,0
klo,kalo,zeroisasi,0,0
diliat,dilihat,zeroisasi,0,0
wihhh,wih,elongasi,0,0
pengen,pengin,modifikasi vokal,0,0
bgt,banget,abreviasi,0,0
klo,kalo,zeroisasi,0,0
ktmu,ketemu,abreviasi,0,0
sma,sama,abreviasi,0,0
org,orang,abreviasi,0,0
yg,yang,abreviasi,0,0
ka,kak,zeroisasi,0,0
baper,bawa perasaan,akronim,0,0
fotbar,foto bareng,akronim,0,0
aja,saja,zeroisasi,0,0
gapernah,enggak pernah,akronim,0,0
fotbar,foto bareng,akronim,0,0
ama,sama,zeroisasi,0,0
jg,juga,abreviasi,0,0
ngatain,mengatai,afiksasi,0,0
wajarrr,wajar,elongasi,0,0
dikata2in,dikata-katai,reduplikasi,afiksasi,0
sampek,sampai,modifikasi vokal,anaptiksis,0
gak,enggak,zeroisasi,0,0
yg,yang,abreviasi,0,0
liat,lihat,zeroisasi,0,0
liat,lihat,zeroisasi,0,0
ny,nya,abreviasi,0,0
aja,saja,zeroisasi,0,0
liat,lihat,zeroisasi,0,0
skg,sekarang,abreviasi,0,0
sngt,sangat,abreviasi,0,0
tdk,tidak,abreviasi,0,0
pdhl,padahal,abreviasi,0,0
dl,dulu,abreviasi,0,0
wk,waktu,abreviasi,0,0
sm,sama,abreviasi,0,0
skg,sekarang,abreviasi,0,0
ky,kaya,abreviasi,0,0
bingiittt,banget,modifikasi vokal,elongasi,0
sm,sama,abreviasi,0,0
dr,dari,abreviasi,0,0
aja,saja,zeroisasi,0,0
sudh,sudah,abreviasi,0,0
tp,tapi,abreviasi,0,0
klu,kalau,abreviasi,0,0
dr,dari,abreviasi,0,0
nampar,menampar,afiksasi,0,0
tukan,tukang,abreviasi,0,0
jatoh,jatuh,modifikasi vokal,0,0
gk,enggak,abreviasi,0,0
dr,dari,abreviasi,0,0
ko,kok,zeroisasi,0,0
gtu,begitu,abreviasi,0,0
ga,enggak,abreviasi,zeroisasi,0
org,orang,abreviasi,0,0
gk,enggak,abreviasi,0,0
"muka""",muka-muka,reduplikasi,0,0
dr,dari,abreviasi,0,0
dh,dah,abreviasi,0,0
jlek,jelek,zeroisasi,0,0
sma,sama,abreviasi,0,0
ky,kaya,abreviasi,0,0
ga,enggak,abreviasi,zeroisasi,0
ga,enggak,abreviasi,zeroisasi,0
cantik2nya,cantik-cantiknya,reduplikasi,0,0
ngk,enggak,abreviasi,0,0
pda,pada,abreviasi,0,0
sdgkn,sedangkan,abreviasi,0,0
jgk,juga,abreviasi,anaptiksis,0
ngk,enggak,abreviasi,0,0
"apa""",apa-apa,reduplikasi,0,0
kn,kan,abreviasi,0,0
mancungin,memancungkan,afiksasi,0,0
idung,hidung,zeroisasi,0,0
kusem,kusam,modifikasi vokal,0,0
lbh,lebih,abreviasi,0,0
drpada,daripada,abreviasi,0,0
yg,yang,abreviasi,0,0
org,orang,abreviasi,0,0
lahh,lah,elongasi,0,0
dri,dari,abreviasi,0,0
gtu,begitu,abreviasi,0,0
kmar,kamar,abreviasi,0,0
diemm,diam,modifikasi vokal,elongasi,0
tnggu,tunggu,abreviasi,0,0
lohh,loh,elongasi,0,0
dteng,datang,abreviasi,modifikasi vokal,0
nihhh,nih,elongasi,0,0
guee,gue,elongasi,0,0
ketawain,mentertawakan,afiksasi,0,0
lohh,lo,elongasi,anaptiksis,0
krna,karena,abreviasi,0,0
yaelahhh,alah,anaptiksis,elongasi,0
gausah,enggak usah,akronim,0,0
drpd,daripada,abreviasi,0,0
ngaca,mengaca,afiksasi,0,0
"sikap""",sikap-sikap,reduplikasi,0,0
udah,sudah,zeroisasi,0,0
bener,benar,modifikasi vokal,0,0
sampe,sampai,monoftongisasi,0,0
ngehujat,menghujat,afiksasi,0,0
bgt,banget,abreviasi,0,0
komenan,komentar,abreviasi,afiksasi,0
drpd,daripada,abreviasi,0,0
pengen,pengin,modifikasi vokal,0,0
bales,balas,modifikasi vokal,0,0
ngehina,menghina,afiksasi,0,0
yah,ya,anaptiksis,0,0
ga,enggak,abreviasi,zeroisasi,0
ampuun,ampun,elongasi,0,0
ngehina,menghina,afiksasi,0,0
sampe,sampai,monoftongisasi,0,0
ngejatuhin,manjatuhkan,afiksasi,0,0
ga,enggak,abreviasi,zeroisasi,0
klo,kalo,zeroisasi,0,0
ga,enggak,abreviasi,zeroisasi,0
ngelakuin,melakukan,afiksasi,0,0
dapet,dapat,modifikasi vokal,0,0
ngehina,menghina,afiksasi,0,0
ga,enggak,abreviasi,zeroisasi,0
gedeg,gedek,subtitusi,homofon,0
ama,sama,zeroisasi,0,0
muka2,muka-muka,reduplikasi,0,0
ngaca,mengaca,afiksasi,0,0
ngatain,mengatai,afiksasi,0,0
eey,eh,subtitusi,elongasi,0
emang,memang,zeroisasi,0,0
nggk,enggak,abreviasi,0,0
prnh,pernah,abreviasi,0,0
kslahan,kesalahan,abreviasi,0,0
aja,saja,zeroisasi,0,0
yg,yang,abreviasi,0,0
koment,komentar,abreviasi,0,0
ga,enggak,abreviasi,zeroisasi,0
bener,benar,modifikasi vokal,0,0
ngata2in,mengatai-ngatai,afiksasi,0,0
gak,enggak,zeroisasi,0,0
liat,lihat,zeroisasi,0,0
org,orang,abreviasi,0,0
gak,enggak,zeroisasi,0,0
gak,enggak,zeroisasi,0,0
bener,benar,modifikasi vokal,0,0
klo,kalo,zeroisasi,0,0
gak,enggak,zeroisasi,0,0
yg,yang,abreviasi,0,0
udah,sudah,zeroisasi,0,0
aja,saja,zeroisasi,0,0
gak,enggak,zeroisasi,0,0
mmg,memang,abreviasi,0,0
ga,enggak,abreviasi,zeroisasi,0
baik2,baik-baik,reduplikasi,0,0
silahkan,silakan,zeroisasi,0,0
mba,mbak,zeroisasi,0,0
mba,mbak,zeroisasi,0,0
gak,enggak,zeroisasi,0,0
perhatiam,perhatian,salah ketik,0,0
sm,sama,abreviasi,0,0
aj,saja,abreviasi,0,0
dri,dari,abreviasi,0,0
pd,pada,abreviasi,0,0
jg,juga,abreviasi,0,0
ttp,tetap,abreviasi,0,0
yg,yang,abreviasi,0,0
smpe,sampai,abreviasi,monoftongisasi,0
ttp,tetap,abreviasi,0,0
sm,sama,abreviasi,0,0
yah,ya,anaptiksis,0,0
emang,memang,zeroisasi,0,0
digituin,dibegitukan,afiksasi,0,0
dibiarin,dibiarkan,afiksasi,0,0
aja,saja,zeroisasi,0,0
sich,sih,anaptiksis,0,0
aq,aku,abreviasi,homofon,0
yg,yang,abreviasi,0,0
gk,enggak,abreviasi,0,0
pny,punya,abreviasi,0,0
ank,anak,abreviasi,0,0
aja,saja,zeroisasi,0,0
org,orang,abreviasi,0,0
gk,enggak,abreviasi,0,0
yg,yang,abreviasi,0,0
sbnrny,sebenarnya,abreviasi,0,0
trjd,terjadi,abreviasi,0,0
dlm,dalam,abreviasi,0,0
mrk,mereka,abreviasi,0,0
gk,enggak,abreviasi,0,0
mkir,memikir,abreviasi,afiksasi,0
bhw,bahwa,abreviasi,0,0
gk,enggak,abreviasi,0,0
mgkn,mungkin,abreviasi,0,0
hny,hanya,abreviasi,0,0
slah,salah,abreviasi,0,0
yg,yang,abreviasi,0,0
slah,salah,abreviasi,0,0
22nya,dua-duanya,subtitusi,0,0
slah,salah,abreviasi,0,0
ngatain,mengatai,afiksasi,0,0
apalai,apalagi,abreviasi,0,0
yg,yang,abreviasi,0,0
dikata2in,dikata-katai,reduplikasi,afiksasi,0
keliatan,kelihatan,zeroisasi,0,0
klo,kalo,zeroisasi,0,0
emang,memang,zeroisasi,0,0
ngapain,mengapai,afiksasi,0,0
cmpur,campur,abreviasi,0,0
org,orang,abreviasi,0,0
bkal,bakal,abreviasi,0,0
pny,punya,abreviasi,0,0
saat2,saat-saat,reduplikasi,0,0
spt,seperti,abreviasi,0,0
akn,akan,abreviasi,0,0
dtg,datang,abreviasi,0,0
pd,pada,abreviasi,0,0
ank,anak,abreviasi,0,0
ntar,entar,zeroisasi,0,0
jg,juga,abreviasi,0,0
bkal,bakal,abreviasi,0,0
jd,jadi,abreviasi,0,0
org,orang,abreviasi,0,0
hrs,harus,abreviasi,0,0
nyadar,menyadari,afiksasi,0,0
ank,anak,abreviasi,0,0
yg,yang,abreviasi,0,0
gk,enggak,abreviasi,0,0
apa2,apa-apa,reduplikasi,0,0
ngapain,mengapa,afiksasi,0,0
ngomong,mengomong,afiksasi,0,0
ngeluarin,mengeluarkan,afiksasi,0,0
kta,kata,abreviasi,0,0
yg,yang,abreviasi,0,0
gk,enggak,abreviasi,0,0
utk,untuk,abreviasi,0,0
ank,anak,abreviasi,0,0
dmn,dimana,abreviasi,0,0
yg,yang,abreviasi,0,0
knp,kenapa,abreviasi,0,0
br,baru,abreviasi,0,0
nyadar,sadar,afiksasi,0,0
bka,buka,abreviasi,0,0
jgn,jangan,abreviasi,0,0
ska,suka,abreviasi,0,0
sotoy,sok tau,akronim,subtitusi,0
sma,sama,abreviasi,0,0
rmh,rumah,abreviasi,0,0
org,orang,abreviasi,0,0
pny,punya,abreviasi,0,0
