Text,Label
"ya bener banget , mereka kurang menikmati hidup,kasian banget selama hidupnya cuma bisa ngomentarin kehidupan org,tuhan aja maha pemaaf, lah ini manusia suka nya menghakimi org, udh kaya tuhan aja idupnya, awas mulutmu bisa jadi kutukan tuhan",0
Actually less spending time on social media is much better. Less comparing yourself to others as well.Start to liking it,2
Niat healing malah keujanan pulang2 badan jadi meriyang,2
Stevan kok mau sichh,0
"Tahun baru ku cuma yogurt doang, nothing special haha... Kalo di TL keknya seru bgt bakar-bakar sosis,ikan sama keluarga ato teman. Keluarga ku lagi broken home jadi tahun bru kali ini cuma sam teman yg diajakin staycation",2
Yikk manteppp,0
Boy nya muka nahan tawa,0
To my most treasured possession and the one who values us the most. From your womb to your heart. Its been the best place for us and would ever be forever always even though you are far from us. HAPPY BIRTHDAY TO YOU MAMA BEAR smoga umur panjang amp sehat slalu,2
burnout anjing,2
Yang healing di puncak gimana kabarnyaaa.,2
I once thought smh stand for somehow too hzhzhzhzjzh but it makes sense tho,2
Sempurnaaaaa,0
"Hai, Nur, apa kabar?",1
"Mulai deh, beb Bapeeeer deh hih ??",0
Berita itu pastilah bohong.,1
Semangattt teruss caca,0
Salam suces slalu y Om Sule ???,0
"Satu kali, dua kali, berkali-kali dia mencoba mengendalikan diri.",1
tutorial hidup ga fomo dong kak,2
"""Mas Arifin belum pulang sampai nanti malam, Sri.""",1
Bus-bus ini harus bersih ketika berangkat meninggalkan pool.,1
"wah orang kayak gini yang terlalu bodoh untuk menanggapi suatu masalah hingga bawa masalah pribadi.,mas nya seperti kayak paling tua aja ya,saya sudah punya anak mas..,dan apa hubungannya opini saya sama wajah saya??hahaha lucu anda..terlihat sekali anda tidak dewasa dalam beropini,saya tekankan lagi ya..semua tindakan di negara ini ada UNDANG UNDANG yang mengaturnya..guru sebelum bertindak harus ta konsekuensinya,apalagi ini ""Guru"" yang paham dan mengerti tentang ilmu..dan sorry aja bro,klo saya lihat juga dri wajah anda..anda penganut paham ISIS..,dan apa hubungannya juga sama korupsi???opini anda terlalu nyeleneh jauh..ini ttg bullying kok mempernya ke korupsi..hahahahah LUCU!",0
"Alhamdulillah ya sus, punya lo pake kardus lagi dibungkusnya """,0
wisudanya sederhana bgt make up sm style nya.. bedanyaaa sm wisuda di Indonesia...,0
"Bapaknya telah pergi menyusul Ibu, itulah maksud mimpinya tadi malam.",1
Staycation .. gppo cilik seng penting pas di tangan,2
Lenje teriak lenje,0
keep smiling even though it hurts,2
Payudara kecil? Mau punya seindah kak jupe atau artis-artis lainnya? Nih kepoin ajaa mereka belanjaa disiniii BBM PIN .,0
Iyuh bngt sih komen loh,0
Mau jadi 1st yg ngucapin. Wgwgwgw,0
"""Yeah, kamu yang akan menangani kasus ini, Zulkamaen.""",1
"Melirik jam, baru pukul sembilan malam, masih ada waktu, meraih telepon genggam, menghubungi Eric.",1
"CEK IG YUK LADIES2 CANTIK, TUBUH TURUN 5KG DAN KULIT JADI GLOWING DALAM , BANYAK BUKTI BUKAN JANJI, CEK BBM KITA GRATISS...!!",0
Kocaaaakkk abiiiss,0
Emancipate yourselves from mental slavery None but ourselves can free our minds Have no fear for atomic energy Cause none of them can stop the time How long shall they kill our prophets While we stand aside and look? Some say its just a part of it Weve got to fulfill the book,2
"Udah berhasil nahan emosi naek beberapa bulan ini tapi hari ini pecah gegara debat sama temen kantor.. Yaps, finally i need more time for healing AGAIN !!!!",2
Keren. Jd kgak sabar nikmatin filmnya,0
cape bgt bestie dgn Sukadana tbtb ada kepiting kecil lah di kamar,2
itulah gunanya to the point,2
"Hati-hati musim hujan, bestie Cinde Wulung",2
"Oke resolusi tahun ini bisa nginep dan staycation di pondok merapi selo boyolali, trus akhir tahun dibali",2
Nggak mau melek ini gimana,0
"Sama seperti hari-hari sebelumnya, tidak ada kapal Bapaknya di sana.",1
"""Apakah Ibu tahu alamat Sri tinggal kemudian di Jakarta.""",1
"""Kamu terlihat lebih can....",1
"Dari Zaman Zulkarnaen, Belgrave Square London.""",1
Emangnya knp sih kalo ada orang pindah agama,0
"iya kak mirip bangett, sm? cantik,baik,manis,imut,ketengilan'nya sm gk kak?? hahaha",0
"kalo ga tau, baca alkitab! jangan cuma di liat intinya saja1 kalimat saja. baca yg sebelum2nya. Yesus itu lahir di dunia sbagai Manusia,bangkit dari antara orang mati di hari 3 setelah Dia mati disalibkan untuk menebus dosa manusia di dunia, lalu setelah 40 hari Dia bangkit dari kematian,Ia naik ke Sorga sebagai Roh Kudus, tinggal di dalam Sorga sebagai Tuhan Allah. tetapi Dia skrg ada dihati kami masing2 sebagai Roh Kudus!",0
"""Aku tidak tahu jika Ibu Sri Ningsih menyimpan fotoku.",1
"Dia masih ingat sekali irama musik ini, senam SKJ yang sering dia lakukan saat SD, SMP di Bandung tahun 90-an.",1
Lebih cantik ga d make up ?,0
Mesin- mesin didatangkan dari luar negeri.,1
Kerennn ?,0
OOTD HOTD para artis DISINI ga percaya cek dulu HANYA disini yaa ??,0
Seluruh tubuhnya terasa nyeri— seperti ditusuk ribuan jarum.,1
"hijab bagi wanita muslimah itu wajib,, memakai hijab itu wajib bukan pilihan,,jd kita pedulilaaaah buat ingetin ,, biar ga terjrumus dlm api neraka",0
"Kabar Bantul Hai Lur, baru aja dilaunching nihh Wisata Kuliner Laguna View Depok, yuk tonyon video selengkapnya d Kanal YouTube Bantul TV Buruan ajak bestie kalian buat ngabuburit disini nih, mumpung belum lebaran LagunaViewDepok BantulTV",2
Sangking seringnya mas nya yang anter sekarang jadi bestie sampe tukeran no wa,2
Ini bg uda 2kali kumention lagu ny biar sama2 edisi sabang aaaa,0
"Ya allah kak q bca ini ampe netes air mataq,q byangin itu trjadi ma q,q skrg pnya baby girl umur 6bln,kalo q ada dposisi kakak,mgkn q g akan sekuat kakak..perjuangan ibu utk anaknya memang maha dasyat,ini menginspirasi saya kak,,q sungguh mengagumi kesabaran mu.",0
Had some fun doing photo shoot for my Halloween costume as my forever crush Mike Muir from,2
"Tubuhnya hitam legam, rambutnya berantakan dan pakaiannya lusuh.",1
"followers kamu dikit ?? yuk tambah followersmu skrng jg. pmbyran via plsa dan rekening, AMAN tanpa password. boleh tanya tanya dulu. jangan sungkan hubungi kami.HARGA mulai 10 ribuan saja",0
"""Bukannya yang sering ditulis di koran-koran itu pahlawan nasional atau seengak-enggaknya orang gedean?",1
Tubuhnya membeku seketika.,1
"Apakah dia habis menemui seseorang?""",1
"Th 2014-2015 adalah th2 yg indah buat aliprilly,smoga terulang lg hal2 yg indah ini, smoga perkataan prilly suatu doa dl smpt blg trserah fans waktu pas ad yg suka hingga d tes cwo itu,trus prnah blg lg wlwpun aliprilly trpsah seapapn klw mmg alloh prsatukn jodoh, itu mmg sdh takdir.klw g slh ngomng gt.mdh2an sm rasya hanya skedar gosip sperti bani",0
"Yg nyakitin, yg bikin overthinking, yg minjem duit gua block. Bye bgt manusia toxic",2
"Jujurly ketika liat konten yutub orng indo yang tinggal di luar negeri tu termasuk edukasi si, soalnya kan gak semua orng tau kehidupan disana tuh seperti apa. Edukasi kan gak selalu ttg mtk, sains, bahasa, dll budaya, life style, makanan juga termasuk edukasi",2
Wkwkw Bagus dehhh,0
Selamat ya om raffi ama tante gigi udah punya babyyy,0
"Bilangnya mudik, taunya staycation. Wkwkwkwk. Ngapain boong coba wong cuma temenan ama gue.",2
funny how things actually work,2
Navas just losing his sight for 2nd times. Wow what a turned around by City,2
"Anak itu, tidak pernah meminta sesuatu selama ini, tidak pernah merepotkan kita, tapi aku tahu dia ingin punya sepatu bagus.",1
i got trust issues bcs ppl got lying issues,2
Betul bgt...agaknya,0
Jaga kesehatan mbk yach,0
manifesting nilai matmin 100,2
Mantes di kamu euy potongan kitu mah mun aku mah katinggali lemakna mereeen wkwkwk,0
"""Aku tahu, Madame."" Zaman tersenyum.",1
Untuk yg cwe kitty aja klo yg cwo bruno,0
"Boleh jadi kapal itu mengalami—""",1
"Tuan Tilamuta Nugroho, kelahiran Pulau Bungin, Sumbawa, Indonesia, tahun 1955, sebagai pewaris satu-satunya dari kepemilikan Sri Ningsih atas kepemilikan saham sebesar 1% di perusahaan multinasional.""",1
Ga setuju...lbh setuju klo aq yg ada di samping km...khan q jaga dan slalu q sayangi km dgn sepenuh hati q...,0
Smoga ttp langgeng till jannah. Aminn,0
"Bisakah kita-"" ""Itu bahkan masih terasa seperti delapan belas menit lalu, Zam.""",1
"Atau lebih dramatis lagi, kamu akan menebarkan bunga mawar setiap pagi di halte Brondesbury ?"" Rajendra Khan bertanya kepada Hakan, mereka sedang makan malam sekembalinya Sri dan Hakan berbulan madu di resort Alderney—pulau kecil yang indah di Inggris.",1
To all of you around the world,2
Jujur aku se overthinking itu,2
"one of my support system SEMANGAT STREAMING, AYO KITA NGE ROEG",2
iki saaiiii...woi....akhhggtthhhh..asikkk,0
Muka kamu mirip yaa sama,0
Mereka adalah ksatria hukum terbaik.,1
gatel bgt tgn gua pin spill org,2
"Lucy memenuhi tugasnya, dia berhasil mendapatkan dokumen yang diperlukan, termasuk lisensi mengemudi.",1
Jujurly aku apa2 udah ketergantungan sm kamu si,2
Healing terbaik,2
Prefer Ciu wae...,2
PUCING ALAK EBI YA KAK ALI ?kidding,0
"There will be a time, surely one day. May Allah's promise come true!",2
I muntah dlu ya,0
"Hakan lompat naik, senyumnya merekah.",1
"Parah banget ini yg salty, pdhl sendernya udah nulis maaf duluan. Biasanya bahasa gugel tuh ga enak buat dibikin penjelasan makanya mungkin sendernya nanya di base krn siapa tau ada yg mau jelasin pake bahasa awam.. Heran pd salty, kebanyakan makan garem apa ya hidupnya..",2
Ngeri spill an nyaa,2
malam tahun baru staycation saja deh,2
Satu senior laivyer kami pensiun dua minggu lalu setelah mengabdi enam puluh tahun di firma ini.,1
"Mereka mikul dagangan, gelar lapak di mana-mana.",1
Ini mbak2 yg cantik pada pedes smua komentnya ???,0
"Alia lahir tanggal nya sama kayak aku ko ? tanggal 5 juni ? jadi anak yg patuh pada agama ya alia, sayang terus sm kedua orang tua dan keluarga",0
Lama lama beutt ga nonton drama semi thriller. Pas di kasi reken judul jadi otw lah ku download. Baru di ep 8 alias pertengahan ku ragu lanjut apa kagak. Actually in my opinion agak dikit horor yah apalagi nyangkut masalah kejiwaan anti sosial dan lain lain sebagainya,2
"Zaman segera berlari ke kanan, mencari posisi sempit, dia jelas tidak bisa melawan delapan orang secara serempak, tapi dengan ruangan terbatas, itu membatasi serangan lawannya.",1
"Dia ingat, transportasi berbasis aplikasi online sedang tumbuh di Asia, termasuk ojek online.",1
dikatain 'healing teroooss' sm yg healing ny cm ke burjo,2
"""Itu selalu menyenangkan, Rajendra.",1
Ada di Peresmian Paguyuban Onthel Ngetrep Alap-AlapKlub baru bestie baru kauandPONALAPALAPSelamat bergabung menjadi anggota Kosti Madiun kowatmadiuntimur kostimadiun kostijatim kostirumahkita,2
Yoloooo ankknyaaa wkwkwk,0
Musoh dan Sulastri benar-benar tertipu.,1
Bakwan yooow,0
"2020 berisiJanuari, Februari,pandemi kehilangan jati diri, dihancurkan ekspektasi, sakit dan patah hati,anxiety,insecurity, depresi.Tapi berikan tepuk tangan untuk diri sendiri, karena pada akhirnya mampu bertahan di situasi yang menyulitkan ini.",2
Cantik jelita mulan jameela.. cowo mana yg ga maksir sama mulan.. udh punya anak 3. Tp tetep Langsing. Hebatt,0
"Sri sakit?"" Hakan bertanya khawatir.",1
My support system.. Pabos yang rela nemenin biniknya jalan2 sampe tengah malem meski capek bin ngantuk.. malioboro titiknoljogja jogja jogjaistimewa jogjahits yogyakarta Titik Nol Jogjakarta malioboro,2
"Bagaimana mendistribusikan sabun-sabun itu ke seluruh Jazva, termasuk dijual ke pulau-pulau lain dan luar negeri.",1
"Aku tidak akan menghadirinya, dan tidak bersedia membicarakan tentang warisan Ayahmu lagi.",1
temennya crush bisa berenti ngechat gak sih?!!!!! benci bgt berharap sw dibalas crush malah dia yg muncul. PLIS AKU MAU NYA TEMENMU. DIEM GAK LO. bisa ga ditukar yaallah sedih,2
Kesini yuuuuk,0
"Wajah Sri pucat, tubuhnya lemas, karena dia terus mual sepanjang hari, tapi rona kebahagiaan memancar terang di sana.",1
Cantikan raisa klo diliat seksama.,0
Zaman buru-buru mencatat informasi baru itu.,1
Mirip capa,0
"mood swing bgt tbtb inget yg dulu"" trus nangis dasar aku",2
Coba saja ke kehidupan nyata jg...pasangan paling terindah...tp apa daya...,0
"Ini SKJ versi 1984—ada beberapa versi SKJ, yang sangat terkenal diantaranya yang tahun 1984 dan 1988.",1
"""Aku tahu banyak, Lastri.",1
Suaminya yang menggenggam jemari tangannya.,1
I'm literally in tears rn..They always knew that this time would come. It's now our job to get back our ship and anything that is ours to begin with. plagiarism is no joke. ATEEZDESERVESBETTER STOPCOPYINGATEEZ JYPapologizetoATEEZ JYP_해명해_사과해_인정 에이티즈,2
taun barumu ngapain bestie,2
"""Karena salah-satu staf di kantor Watford adalah anakku.",1
Kata siapa mewarnai hanya untuk anak-anak? Ini hasil mewarnai dari buku yang sengaja saya beli di pameran buku. Mewarnai ternyata menyenangkanampmenenangkan healingjourney Healing,2
Jokes nyari support system msh berlaku g ni???????,2
Bahkan lebih mahal dari itu....,1
Uhhh????,0
Malah aku ik v itu kan sodaramu yg terpisah selama 10 taun to dhes,0
"Zaman memutuskan tidur, beristirahat.",1
"Tidak perlu gugup, bahkan Perang Dingin sudah berakhir."" Sri berseloroh, duduk di belakang rombongan pengantin laki-laki.",1
"Beijing, Milan, Abu Dhabi, dan terakhir Singapura.",1
Alhamdulillah skrg payudara aku udah ga kendor lagi. Kembali kencang skrg walaupun udah menyusui tapi bisa kencang lagi mksh ya alat pembesar payudaranya recomended bgt,0
"Capek bestie, ya Tuhan pengen putus asa aja sama jodoh. Ikhlas-ikhlas dah di duluin adek² gw",2
goblok emang lo! Gatau apa2 sok2 an nasehatin al .. Ngaca dlu gih jgn2 lo fans nya mulan hahahha pantes sama jelek nya,0
Kakak yang di undang ke ultha arsy siapa yang idenya ke pakai ??,0
"overwhelmed by abundance of love, thank you girls!",2
"Setelah hampir tiga tahun bekerja di pabrik sabun cuci, sudah saatnya aku meninggalkan comfort zone ini.",1
Kitaa... ???,0
"Kapal gue kasihan banget... Tp kadang gue juga begitu... Mana punya masalah trust issue juga, Jangan Berharap adalah jalan ninja kapal ini... 247 denial adalah cara bertahan menaiki getek... wkwkwkw",2
"""Ya Tuhan!"" Lucy sekali lagi berseru dengan suara bergetar.",1
Cantik nanget tante sandradewi,0
Petunjuk itu ada di Rumah Jompo Paris.,1
Kapan sih episode yang ini..sudh ga sbr pngen nntn..,0
"Kepo gak sama Pelatihan UMKM Kelas ASIK dr Astragraphia untuk Industri Kreatif? Pokoknya ini bisa mensupport para pelaku UMKM tetutama saat pandemi, biar jelas voba wea dibaca aja sendiri di blog mamake dedem Terimakasih 2020 Bismillah 2021",2
Seperti ada musik yang distel kencang di sana.,1
"Tauke juga mengajariku tata buku, pencatatan dan sebagainya.",1
28 jam overthinking,2
"""Aku tetap akan membayar sewa mobil ini, nanti kubereskan di meja reservasi.",1
Malam-malam begadang Overthinking pun datang,2
Mereka sedang makan malam di atas kapal yang melintasi selat Bosphorus.,1
ucul yahh kek gw,0
Bisaa apa yang?,0
"Aku mewakili firma hukum yang mengurus kematiannya.""",1
"Jujurly, ikhlas sii cuma emang bener, kalau Allah bilang tidak walaupun dh berjuang selama apapun tetap gak jodoh jugaa",2
"Thank you so much for spreading the awareness Our boys 에이티즈 amp us 에이티니 always have to face this kind of unfair treatment, even tho we were in no fault here and plagiarism issue is no joke. So I hope this issue will get formal statement to clear the misunderstanding..",2
"Nur?"" Sri berbisik.",1
Pukul 09.00 esok paginya.,1
Emang enaaakk...kepo,2
"Everytime i had a coffee, anxiety and amygdala activity",2
"""Astaga, Sri!!!",1
"Dia tidak pernah protes jika harus menggantikan sopir lain, tidak mengeluh jika diberikan mobil bermasalah.",1
"Decline of Western civilization and the rise of Eastern civilization Asians everywhere are working and studying hard to develop the latest of the latest technological inventions while Westerners are somewhat busy arguing about genders, pronouns, and shit.",2
Hdk yg simple kyne z,0
Dewan Revolusi akan dibentuk.,1
Pen staycation tp ga pen sendiri,2
Mungkin pintar goyang diranjang makanya steven smpe klepek2,0
Tanpa menunggu lagi mereka meninggalkan rumah.,1
Wanda guilt tripping Strange and going on full rampage after being asked for help is so me actually,2
"""Lantas kenapa Anda memasuki restoran jika tidak lapar?",1
"Eric menghela nafas, ""Itu masuk akal.",1
"Di halaman itu tidak hanya foto, juga ada kartu pos yang ditempelkan.",1
"Pagi itu, Sri mengubah rencana perjalanan, menyisihkan lima lokasi lain, dia menuju pool bus tempat lowongan pekerjaan sopir ditawarkan.",1
"Private Villa, Lembang, West Java For Information amp Reservation Book Now Stay Later! villabandung sewavillabandung vilabandung wisatabandung villa villalembang villadago staycation klikvilla hotelbandung nature villa",2
"Wajah Aimee bersemu merah, ""Jangan perhatikan fotoku.",1
"""Kesukuan itu identitas."". Terima kasih atas dedikasinya, mbak!jujurly kangen nari, sekalinya nari encok--wkwk",2
"Kamu mau kain pashmina saja?"" Bibi yang lain menjulurkan kain berwarna pink, ""Sangat cocok kamu kenakan berjualan di kios dekat stasiun kereta Victoria, Rajendra.",1
Garasi udah ada Jalanannya ada Nyetir udah bisa SIM adaPengen upgrade mobil ke versi yg lebih baru biar dapet fitur safety yg lebih mumpuni. Prefer beli cash biar ga bnyk utang dan krn mobil nilai jualnya turun. ManifestingIn2022,2
Sama ajaa cocok,0
Sangat Very excited to menyabut tahun baru dengan staycation tonight,2
Itu tawaran yang sangat menarik.,1
"Zaman sekali lagi menggeleng, mencegah, ""Kita bisa membicarakan ini baik-baik, Madame.",1
"""Anda mengenalnya.",1
"FINALLY MY FAVBV DOY WITH BERET SELFIE CAME OUT, change my pp bcs hes so cute its gonna be my fav pic for a while",2
"Dear mas² abang² bpak² pengendara motor, tlglah klo lgi nyetir motor jgn sambil ngerokok. Kasihanilah kami yg ada diblkng klean yg lebih beresiko kena bara dri rokok klean. Klean mah enak ngebul santuy lha kita celaka klo lgi apes itu bara kena mata",2
"Sri asyik menyimak bagaimana Ibu tirinya mengganti popok, bedong, memandikan, dan menimang si kecil.",1
I need to go staycation on new year,2
Cleopatra mksdnya',0
"Aku juga datang karena ada urusan denganmu.""",1
Miss you kak olga... smoga kak tnang di sana,0
"Booming ! alat pembesar payudara yg digunakan artis"" julia perez , Baby Margareta , nikita mirzani atau invite PIN .",0
"Nusi Maratta jangankan membantu mengambilkan air minum, apalagi memberikan obat, dia tidak peduli.",1
Even can't do this.,2
Literally gajelas,2
jujurly pem beud nasi padang wkwkwk,2
"Pasti gk sedikit yang pernah kecewa sama produk baik dalam bentuk cream atau minyak kan ? begitu juga saya pernah beberapa kali menjadi korbannya,sudah meng habiskan banyak uang tp tidak ada hasil nya,tapi setelah move on pada alat yang s sebut M.H.C.A dari saya sangat bersyukur karna semenjak saya menggunakan alat tersebut saya tdk prlu menghabiskan uang banyak lg karna aku berubah total,chat aja langsung deh pin n ya",0
"Dua perawat segera masuk, dokter berusaha memberikan alat kejut listrik, sia-sia, Hakan telah pergi selama-lamanya.",1
Kok gkk update lg,0
Nek iki pasang wajah iriiiii banget,0
Yaa ampun cucokkk bngettt bkin meleleh lyt expresi natap audi,0
Lo semua bisax cmn nyerocos aja emang hidup lo uda pada bener apa ngapain ngefollow marshanda klo kalian cmn mw ngatain marshanda kampungan amat,0
"liat orang flexing tuh pada kenyataannya emang nyari penyakit dan bkin ga bersyukur, tapi disisi lain bkin mikir juga ""mereka bisa kok gw ga bisa""",2
"""The energy is still strong, so, things will still be at the surface to deal with, and for some even more.Lots of shadow work going on here, and it's necessary, because May is truly the new beginnings and new levels""Be it.",2
"""Selain berhitung, apa pelajaran kesukaanmu sekarang, Sri?""",1
"Keutamaan Zakat di Bulan RamadhanYuk bestie kita bersama berlomba dlm kebaikan.Jangan sampai lupa menunaikan Zakat, Infak, Sedekah, atau Wakaf terbaiknya ke lembaga amal atau yayasan terpercaya terdekat kita RamadhanKarem BulanKepedulianPKSmelayaniRakyatKataNetty",2
wiih iyaa demi apaa miriip euy ? wkwkwk,0
"setiap ibu masakin cumi ak keingetan spill kasus di twitter, akhirnya nekat goreng telur",2
Kakean overthinking mimpine dadi aneh- aneh.,2
"HOSHI SEVENTEEN hoshi, for some reason i like him and i like him even more when i see him, please explain what this means. hoshi you are the best saranghae horanghaee",2
MAuuuuuu.....,0
Udah tau tapi makasih udah dikasih tau sama,0
dasar haters para ababil? kurng menikmati hidup dan bahagia kali ya,0
"Satu di atas, satu lagi di bawah.""",1
Amiiinnn,0
"Kepemilikannya disamarkan lewat SPV, hingga tidak bisa ditelusuri siapapun.",1
"idih cringe. Even ini joke, tetep cringe",2
"Tidak aneh jika bisnis berjualan dengan gerobak Sri Ningsih berkembang pesat, Sri memimpin inovasi, berada di depan.",1
"Hanya perkampungan nelayan, panas dan gerah.""",1
"""Giliranmu, Sri!"" Pak Anwar berseru, sudah bertukar tempat duduk.",1
Saatnya pimpinan daerah-daerah bergerak.,1
"Komputer akan salah menghitung saldo tabungan, gajian terlambat, atau lebih serius lagi, sistem nuklir dan rudal mengalami gagal fungsi.",1
Healing Intention To Forget And Get Used To Without You. Ehh Kok Malah Kepikiran Terus mentari,2
"""Aimee ada di ruang bersama.",1
Anak healing,2
"Alhamdulillahirobbilalamin , ikut seneng kaka . Keep istiqomah to jannah ??",0
"Seingat kakus yang kusikat hingga mengkilat, dan Nyai Kiai tertawa melihatnya.",1
Pukul sebelas malam.,1
"""Biar aku saja yang menggantungkannya.",1
Mau dong ka di goncengin ke pelaminan,0
"Nahhh klo ternyata itu boneka anjing piyeeee jal??? Gimana coba.. sekarang kan banyak perusahaan boneka yg buat boneka nya nyaris mirip asli.. lah wong anggun artis banyak uang nya.. beli boneka yg bagus mirip asli jg bisa toh... saudara ku jangan rusuh napa??? Semua agama jg menyuruh umat nya cinta damai kan... ??-!_! "" mikir jg ane,itu boneka apa asli ya???? Hehe",0
"Piye iso lemu, overthinking sitik ga doyan mangan e seminggu",2
Jd pngen punya calon bini 11.12 ky mbak cita. -,0
"yg munafik itu yg mitnah, bohong, masa minta maaf geh dimedia gk lgsg minta maaf ke orangnya, idih cari sensasi ya...",0
Bedain dari tatto nya aj..he bang,0
"astaghfirullah ya Allah GUE GEDEG SAMA ENTERTAINMENT NYA INDONESIA !!!???that's why gue prefer entertainment luar, wlpn banyak skandal apalah tapi bener2 berprestasi.lah Indo !?? yg BENER2 BERPRESTASI malah gada panggung",2
beneran dateng literally ke tempat yg ada di novel yg gw bacaa,2
Bnr om,0
"Makin kesini makin males buat baik-baikin orang yang emang ga baik buat kita. Sekarang gini aja, kalo dijahatin yaudah diemin, gausah dikit² baper, dikit² overthinking. Buang² waktu untuk urusin yang ga penting. Cuek is the best trait. Enjoy it",2
"Akun ini aku gunakan sebagai tempat dimana aku bisa misuh dan sambat tanpa aturan. Apa2 yang aku unggah bisa jadi cerita tentang hal yang lumrah dialami oleh orang2 labil,masalah sehari hari, dan manusia overthinking yang butuh rangkulan. .Halo warganet",2
Seharian penuh Zaman berkutat menemukan alamat Sri Ningsih.,1
"Bukan cowok Polandia, kan?""",1
Ammin.....ya allah,0
Dia tumbuh dewasa menjadi gadis India yang cantik.,1
Yaiyalah..semua bisa terjadi klo banyak duitnya..hihiiii,0
bdn na ibu2 bgt lau ril,0
Youre healing from trauma when..,2
"Sist asalnya aku gk percaya sama produk yg katanya bisa memutihkan dan melangsingkan badan, pas aku coba 8 hari aku pangling sama muka aku, ngerii bangett dahh,temen-temen aku jadi pada ngiri sampe orang tua aku aja pangling banget liat perubahan tubuh aku jadi lebih sexy dan putih,kalian mau kalah sama aku?? pasti ga akan kan sekarang cek aja ignya pasti tubuh kalian bakalan lebih indah",0
Online bukan berarti lagi chatan sama yang lain ya bestie. Bisa jadi hp nya onn orang nya ilang ditelan bumi.,2
Kapal nelayan dengan bobot 20 gross ton itu merapat di dermaga.,1
Love u ka ??,0
"I don't know who I'll be in the future, that's why I'll never stop my gaze. Mysterious ways of expression - your deep nature. Even in times when words of ""i love you"" are blown away by the wind. I'll take my clumsy hand and hold yours, and I'll never let go. -yesterday",2
??????Mau perawatan kulit yang aman dan terpercaya? Yuk cek ig kita jual perawatan wajah dan juga body care yg aman dan terdaftar di bpom lho. Kunsultasikan dirimu skrg???,0
Saya hendak menemui petugas panti ini.,1
Aku sungguh-sungguh mengatakan kalimat tadi.,1
"Tapi itu tawaran yang menggiurkan, dia berpikir beberapa detik, lantas mengangguk.",1
Congrats kakk!!!,0
sometimes the process take too long while the output arent enjoyable,2
"Sri mengeluarkan catatan yang dibuat Tuan Guru Bajang, tersenyum lebar, namanya cocok.",1
Mood swing iki ra ngerti nek aku sesok sibuk po ya.,2
Kurang lebih itu kabarku.,1
Nyanyi bareng lagi di Bandung dong ka? jadiin pliss!,0
Istirahat karena overthinking juga butuh tenaga.. semangat mencintai diri sendiri,2
Amiennnn.,0
"Membaca email ini tidak menyenangkan, karena sama saja mencungkil peristiwa masa lalu keluarganya.",1
Menginap di resort.,1
Cara ngeditnya gimana,0
Happy New Year let's be even better,2
Hahahaha gila aq ganteng ya marcel,0
Selembar cek yang sekarang dipegang erat-erat olehnya— takut sekali terlepas walau sedetik.,1
"Ya piiik, kek gini aja dah cantik,.",0
"Zaman bingung, dia hendak melepaskan pelukan.",1
"""Karena salah-satu tukang pukul yang dibayar untuk menyekap orang tua Lastri adalah aku."" Sri menelan ludah.",1
"Selamat siang, maksudku selamat sore, well, di sana pasti sudah sore.""",1
"something sad even though you try to look strong, calm down, Allah has something better, keep believe , it can be seen from your smile that strengthens yourself, there is a lot of sadness and disappointment, the more I see your smile the more sad I am, love you teteh tya",2
"Dindingnya adalah kayu jati, tiangnya adalah kayu ulin—yang semakin lama terendam di air, semakin membatu.",1
"Biasanya yg gampang tercapture itu muka nangis dia Kalau berusaha moto pas senyum pas diklik selalu senyumnya somehow dah ilang haha Then kemarin pas ngobrol panjang soal masa depan, si baby H senyam senyum gitu lumayan lama jd berhasil deh dicapture",2
"As an ambivert, gw sedang dalam menikmati isolasi mandiri ini. Like, jiwa introvert gw literally sedang menguasai badan gw. Jiwa ekstrovert istirahat dulu ya. Petakilannya ditabung buat nanti.",2
"""Panti Jompo ini didirikan oleh salah seorang bangsawan Perancis seratus tahun silam.",1
anak itu ga bakalan d bully pengemar azka klo dia berkomentar tnp menyebut2 kebun binatang .. Anda bukan hny berpihak sm dia..tp jg membenarkan ap yg salah.. Sy sangat tdk percaya klo hp dia d hack ataupun d bajak bla bla bla.. Sbg ortu kita hrus berpikiran luas... Jgn membenarkan tingkah anak yg slh.. Klo bgtu...nanti gede dia ga tau yg mana yg bener..dan yg slh yg mana...,0
Ka subhanallah cantik bngatt kaaa,0
amiiin ya rob,0
Paling bener dah healing nya tidur bae,2
Ruangan itu lengang.,1
"Bukan soal dia telah kehilangan ahli waris 19 trilyun yang harus ditemukan, tapi lebih karena membayangkan bagaimana nasib Tilamuta.",1
"""Pagi sekali kamu menelepon.",1
Hari gini kostum ny kayak gituan??,0
"Itu terlalu cepat."" Salah-satu bibinya ikut berkomentar.",1
kerenn kannn.. pengennnn kann naa jadinya.. wkwkwkkwwk,0
"""Dia nggak laku, Mamu.",1
So lucky bgt dah yes,0
"As much as I love my holidays I would rather be safe than sorry. Winter breeze and snowflake will always return. A bit of fun in the sun and beachside cocktail surely can wait. 2021, let's avvv it! BFFs",2
Bagus yah fotonya,0
doesnt even care,2
best healing view,2
Ah udah tua juga masih aja ngolokin org. Lu tu gausa sok kecapkepan. Kak sombong terserah lah kan dia banyak duit. Sombong juga ga ada urusan ama lu kan. Ngapain coba usil pake ngerecokin .,0
